id,original_query,rewritten_query,original_costs,rewrite_costs,costs_reduction_rate,time_cost,llm_costs
11,"select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1995-01-01' and o_orderdate < date '1995-01-01' + interval '3' month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;","select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1995-01-01' and o_orderdate < date '1995-04-01' and exists ( select 1 from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;",,,,52.01924705505371,0.31596900000000006
12,"select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1994-02-01' and o_orderdate < date '1994-02-01' + interval '3' month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;","select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1994-02-01' and o_orderdate < date '1994-05-01' and exists ( select 1 from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;",,,,114.44231820106506,0.48179
13,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AMERICA' and o_orderdate >= date '1993-01-01' and o_orderdate < date '1993-01-01' + interval '1' year group by n_name order by revenue desc;","WITH american_nations AS ( SELECT n_nationkey, n_name FROM nation JOIN region ON n_regionkey = r_regionkey WHERE r_name = 'AMERICA' ), filtered_orders AS ( SELECT o_orderkey, o_custkey FROM orders WHERE o_orderdate >= DATE '1993-01-01' AND o_orderdate < DATE '1994-01-01' ) SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM filtered_orders JOIN customer ON o_custkey = c_custkey JOIN lineitem ON filtered_orders.o_orderkey = l_orderkey JOIN supplier ON l_suppkey = s_suppkey JOIN american_nations ON s_nationkey = n_nationkey WHERE c_nationkey = s_nationkey GROUP BY n_name ORDER BY revenue DESC",,,,155.39905977249146,0.646432
14,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AMERICA' and o_orderdate >= date '1995-01-01' and o_orderdate < date '1995-01-01' + interval '1' year group by n_name order by revenue desc;","WITH america_nations AS ( SELECT n_nationkey, n_name FROM nation JOIN region ON n_regionkey = r_regionkey WHERE r_name = 'AMERICA' ), filtered_orders AS ( SELECT o_orderkey, o_custkey FROM orders WHERE o_orderdate >= date '1995-01-01' AND o_orderdate < date '1996-01-01' ) SELECT an.n_name, SUM(l_extendedprice * (1 - l_discount)) as revenue FROM filtered_orders o JOIN customer c ON c.c_custkey = o.o_custkey JOIN lineitem l ON l.l_orderkey = o.o_orderkey JOIN supplier s ON l.l_suppkey = s.s_suppkey JOIN america_nations an ON s.s_nationkey = an.n_nationkey GROUP BY an.n_name ORDER BY revenue DESC",,,,100.42325353622437,0.60762
15,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' and o_orderdate >= date '1995-01-01' and o_orderdate < date '1995-01-01' + interval '1' year group by n_name order by revenue desc;","WITH european_nations AS ( SELECT n_nationkey, n_name FROM nation JOIN region ON n_regionkey = r_regionkey WHERE r_name = 'EUROPE' ), filtered_orders AS ( SELECT o_orderkey, o_custkey FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate < DATE '1995-01-01' + INTERVAL '1' YEAR ) SELECT n.n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM filtered_orders o JOIN customer c ON o.o_custkey = c.c_custkey JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN supplier s ON l.l_suppkey = s.s_suppkey AND c.c_nationkey = s.s_nationkey JOIN european_nations n ON s.s_nationkey = n.n_nationkey GROUP BY n.n_name ORDER BY revenue DESC;",,,,209.87891125679016,0.8951469999999999
16,select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1993-01-01' and l_shipdate < date '1993-01-01' + interval '1' year and l_discount between 0.03 - 0.01 and 0.03 + 0.01 and l_quantity < 24;,select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1993-01-01' and l_shipdate < date '1994-01-01' and l_discount between 0.02 and 0.04 and l_quantity < 24;,,,,61.199519634246826,0.312541
17,select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year and l_discount between 0.03 - 0.01 and 0.03 + 0.01 and l_quantity < 24;,select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1995-01-01' and l_shipdate < date '1996-01-01' and l_discount between 0.02 and 0.04 and l_quantity < 24;,,,,50.14446663856506,0.305406
18,select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year and l_discount between 0.09 - 0.01 and 0.09 + 0.01 and l_quantity < 24;,select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1995-01-01' and l_shipdate < date '1996-01-01' and l_discount between 0.08 and 0.10 and l_quantity < 24;,,,,88.21193432807922,0.35724600000000006
19,"select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'CANADA' and n2.n_name = 'CHINA') or (n1.n_name = 'CHINA' and n2.n_name = 'CANADA') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;","WITH supplier_nations AS ( SELECT s_suppkey, n_name AS supp_nation FROM supplier JOIN nation ON s_nationkey = n_nationkey WHERE n_name IN ('CANADA', 'CHINA') ), customer_nations AS ( SELECT c_custkey, n_name AS cust_nation FROM customer JOIN nation ON c_nationkey = n_nationkey WHERE n_name IN ('CANADA', 'CHINA') ) SELECT supp_nation, cust_nation, EXTRACT(YEAR FROM l_shipdate) AS l_year, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM lineitem JOIN supplier_nations ON supplier_nations.s_suppkey = l_suppkey JOIN orders ON o_orderkey = l_orderkey JOIN customer_nations ON customer_nations.c_custkey = o_custkey WHERE ((supp_nation = 'CANADA' AND cust_nation = 'CHINA') OR (supp_nation = 'CHINA' AND cust_nation = 'CANADA')) AND l_shipdate BETWEEN DATE '1995-01-01' AND DATE '1996-12-31' GROUP BY supp_nation, cust_nation, EXTRACT(YEAR FROM l_shipdate) ORDER BY supp_nation, cust_nation, l_year;",,,,91.80037784576416,0.5656599999999999
20,"select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'ETHIOPIA' and n2.n_name = 'FRANCE') or (n1.n_name = 'FRANCE' and n2.n_name = 'ETHIOPIA') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;","select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier join nation n1 on supplier.s_nationkey = n1.n_nationkey join lineitem on supplier.s_suppkey = lineitem.l_suppkey join orders on lineitem.l_orderkey = orders.o_orderkey join customer on orders.o_custkey = customer.c_custkey join nation n2 on customer.c_nationkey = n2.n_nationkey where n1.n_name = 'ETHIOPIA' and n2.n_name = 'FRANCE' and l_shipdate between date '1995-01-01' and date '1996-12-31' union all select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier join nation n1 on supplier.s_nationkey = n1.n_nationkey join lineitem on supplier.s_suppkey = lineitem.l_suppkey join orders on lineitem.l_orderkey = orders.o_orderkey join customer on orders.o_custkey = customer.c_custkey join nation n2 on customer.c_nationkey = n2.n_nationkey where n1.n_name = 'FRANCE' and n2.n_name = 'ETHIOPIA' and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;",,,,159.08419275283813,0.9506830000000001
21,"select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'UNITED STATES' and n2.n_name = 'ALGERIA') or (n1.n_name = 'ALGERIA' and n2.n_name = 'UNITED STATES') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;","SELECT n1.n_name AS supp_nation, n2.n_name AS cust_nation, EXTRACT(YEAR FROM l_shipdate) AS l_year, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM lineitem JOIN supplier ON s_suppkey = l_suppkey JOIN orders ON o_orderkey = l_orderkey JOIN customer ON c_custkey = o_custkey JOIN nation n1 ON s_nationkey = n1.n_nationkey AND n1.n_name IN ('UNITED STATES', 'ALGERIA') JOIN nation n2 ON c_nationkey = n2.n_nationkey AND n2.n_name IN ('UNITED STATES', 'ALGERIA') WHERE l_shipdate BETWEEN DATE '1995-01-01' AND DATE '1996-12-31' AND ((n1.n_name = 'UNITED STATES' AND n2.n_name = 'ALGERIA') OR (n1.n_name = 'ALGERIA' AND n2.n_name = 'UNITED STATES')) GROUP BY supp_nation, cust_nation, l_year ORDER BY supp_nation, cust_nation, l_year;",,,,86.22518801689148,0.655374
22,"select o_year, sum(case when nation = 'CANADA' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AMERICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'ECONOMY PLATED STEEL' ) as all_nations group by o_year order by o_year;","WITH america_region AS ( SELECT r_regionkey FROM region WHERE r_name = 'AMERICA' ), america_nations AS ( SELECT n_nationkey, n_name FROM nation n1 JOIN america_region ON n1.n_regionkey = america_region.r_regionkey ), filtered_parts AS ( SELECT p_partkey FROM part WHERE p_type = 'ECONOMY PLATED STEEL' ), filtered_orders AS ( SELECT o_orderkey, o_custkey, EXTRACT(year FROM o_orderdate) AS o_year FROM orders WHERE o_orderdate BETWEEN DATE '1995-01-01' AND DATE '1996-12-31' ) SELECT o_year, SUM(CASE WHEN n2.n_name = 'CANADA' THEN l.l_extendedprice * (1 - l.l_discount) ELSE 0 END) / SUM(l.l_extendedprice * (1 - l.l_discount)) AS mkt_share FROM filtered_parts fp JOIN lineitem l ON fp.p_partkey = l.l_partkey JOIN supplier s ON s.s_suppkey = l.l_suppkey JOIN nation n2 ON s.s_nationkey = n2.n_nationkey JOIN filtered_orders fo ON l.l_orderkey = fo.o_orderkey JOIN customer c ON fo.o_custkey = c.c_custkey JOIN america_nations an ON c.c_nationkey = an.n_nationkey GROUP BY o_year ORDER BY o_year;",,,,104.56620621681213,0.684762
23,"select o_year, sum(case when nation = 'FRANCE' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'EUROPE' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'SMALL ANODIZED TIN' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM o_orderdate) AS o_year, SUM(CASE WHEN n2.n_name = 'FRANCE' THEN l_extendedprice * (1 - l_discount) ELSE 0 END) / SUM(l_extendedprice * (1 - l_discount)) AS mkt_share FROM region JOIN nation n1 ON n1.n_regionkey = region.r_regionkey JOIN customer ON customer.c_nationkey = n1.n_nationkey JOIN orders ON orders.o_custkey = customer.c_custkey JOIN lineitem ON lineitem.l_orderkey = orders.o_orderkey JOIN part ON part.p_partkey = lineitem.l_partkey JOIN supplier ON supplier.s_suppkey = lineitem.l_suppkey JOIN nation n2 ON supplier.s_nationkey = n2.n_nationkey WHERE region.r_name = 'EUROPE' AND part.p_type = 'SMALL ANODIZED TIN' AND orders.o_orderdate BETWEEN DATE '1995-01-01' AND DATE '1996-12-31' GROUP BY o_year ORDER BY o_year;",,,,95.87568974494934,0.5122070000000001
24,"select o_year, sum(case when nation = 'ALGERIA' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AFRICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'LARGE BURNISHED TIN' ) as all_nations group by o_year order by o_year;","WITH african_customers AS ( SELECT c_custkey FROM customer JOIN nation n1 ON c_nationkey = n1.n_nationkey JOIN region ON n1.n_regionkey = r_regionkey WHERE r_name = 'AFRICA' ), filtered_orders AS ( SELECT o_orderkey, o_custkey, EXTRACT(year FROM o_orderdate) AS o_year FROM orders WHERE o_orderdate BETWEEN DATE '1995-01-01' AND DATE '1996-12-31' ), filtered_lineitems AS ( SELECT l_orderkey, l_extendedprice * (1 - l_discount) AS volume, s_nationkey FROM part JOIN lineitem ON p_partkey = l_partkey JOIN supplier ON s_suppkey = l_suppkey WHERE p_type = 'LARGE BURNISHED TIN' ), supplier_nations AS ( SELECT s_nationkey, n_name AS nation FROM supplier JOIN nation ON s_nationkey = n_nationkey ) SELECT o_year, SUM(CASE WHEN nation = 'ALGERIA' THEN volume ELSE 0 END) / SUM(volume) AS mkt_share FROM filtered_lineitems fl JOIN filtered_orders fo ON fl.l_orderkey = fo.o_orderkey JOIN african_customers ac ON fo.o_custkey = ac.c_custkey JOIN supplier_nations sn ON fl.s_nationkey = sn.s_nationkey GROUP BY o_year ORDER BY o_year;",,,,138.2276713848114,0.7829100000000001
